-0.100600000219421E+00 -0.587785252293050E-01  0.809016994375628E-01 1 2 1 11 4  
-0.100600000219421E+00  0.587785252293041E-01  0.809016994375620E-01 1 1 4 32 1  
-0.100600000219421E+00  0.951056516295795E-01 -0.309016994375339E-01 2 1 32 25 1  
-0.100600000219421E+00  0.247100775660009E-15 -0.100000000000036E+00 3 1 25 18 1  
-0.100600000219421E+00 -0.951056516295774E-01 -0.309016994375335E-01 4 1 18 11 1  
 0.120060000021942E+01  0.117557050458631E+00  0.161803398875162E+00 6 2 2 37 9  
 0.120060000021942E+01 -0.117557050458737E+00  0.161803398875308E+00 6 1 9 16 2  
 0.120060000021942E+01 -0.190211303259448E+00 -0.618033988751284E-01 7 1 16 23 2  
 0.120060000021942E+01  0.393994312223358E-15 -0.200000000000311E+00 8 1 23 30 2  
 0.120060000021942E+01  0.190211303259274E+00 -0.618033988750704E-01 9 1 30 37 2  
-0.100100741554126E-01  0.117616264857918E+00  0.161884900503767E+00 11 2 3 31 32 4  
-0.100100741554139E-01 -0.117616264857920E+00  0.161884900503765E+00 11 1 4 11 10 3  
 0.989989925844812E+00 -0.176394790087193E+00  0.242786599941284E+00 12 1 10 14 8 3  
 0.989989925844653E+00 -0.125600000219420E+00  0.272552921513999E+00 13 1 8 54 3  
 0.643844067264578E+00 -0.125600000219423E+00  0.233896427529001E+00 14 1 54 49 3  
 0.522110652079412E+00 -0.150000000000000E-01  0.252868309256492E+00 15 1 49 38 3  
 0.522110652079412E+00  0.150000000000000E-01  0.252868309256492E+00 16 1 38 43 3  
 0.643844067264584E+00  0.125600000219423E+00  0.233896427529002E+00 17 1 43 48 3  
 0.989989925844653E+00  0.125600000219420E+00  0.272552921513999E+00 18 1 48 7 3  
 0.989989925846190E+00  0.176394790087279E+00  0.242786599941396E+00 19 1 7 35 31 3  
 0.999999999998939E+00  0.176688246968095E+00  0.243190508686627E+00 23 2 5 33 35 7  
 0.100000000000000E+01  0.125146992916445E+00  0.273310428443347E+00 23 1 7 47 5  
 0.110000000000000E+01  0.265047837240045E-01  0.299429217965881E+00 24 1 47 9 5  
 0.110000000000010E+01  0.176688246968097E+00  0.243190508686627E+00 25 1 9 37 33 5  
 0.100000000000000E+01 -0.125146992916446E+00  0.273310428443346E+00 27 2 6 53 8  
 0.999999999998875E+00 -0.176688246968100E+00  0.243190508686624E+00 27 1 8 14 12 6  
 0.110000000000010E+01 -0.176688246968102E+00  0.243190508686623E+00 28 1 12 16 9 6  
 0.110000000000000E+01 -0.265047837240497E-01  0.299429217965877E+00 29 1 9 53 6  
 0.989999999999999E+00  0.125600000219422E+00  0.272554030188187E+00 31 1 48 47 7  
 0.990000000000035E+00 -0.125600000219422E+00  0.272554030188191E+00 35 1 53 54 8  
 0.110060000021942E+01  0.150000000000000E-01  0.300223723944328E+00 38 1 47 42 9  
 0.110060000021942E+01 -0.150000000000000E-01  0.300223723944328E+00 39 1 42 53 9  
-0.100100741554138E-01 -0.190307114169899E+00 -0.618345297270675E-01 42 1 11 18 17 10  
 0.989989925846948E+00 -0.285412765799649E+00 -0.927362291646573E-01 43 1 17 21 15 10  
 0.989989925844654E+00 -0.298025766602465E+00 -0.352292140409866E-01 44 1 15 71 10  
 0.643844067264584E+00 -0.261261256100911E+00 -0.471747276253061E-01 45 1 71 66 10  
 0.522110652079408E+00 -0.245127308198548E+00  0.638747571546877E-01 46 1 66 55 10  
 0.522110652079408E+00 -0.235856798367299E+00  0.924064526435421E-01 47 1 55 60 10  
 0.643844067264559E+00 -0.183636186978313E+00  0.191730669685403E+00 48 1 60 65 10  
 0.989989925844654E+00 -0.220400697479871E+00  0.203676183269719E+00 49 1 65 14 10  
 0.100000000000000E+01 -0.221261116336362E+00  0.203479430236821E+00 52 1 14 64 12  
 0.110000000000000E+01 -0.276583680312646E+00  0.117736264237600E+00 53 1 64 16 12  
 0.100000000000000E+01 -0.298606211548568E+00 -0.345642959790372E-01 55 2 13 70 15  
 0.999999999998916E+00 -0.285887589007013E+00 -0.928905085769055E-01 55 1 15 21 19 13  
 0.110000000000009E+01 -0.285887589007007E+00 -0.928905085769241E-01 56 1 19 23 16 13  
 0.110000000000000E+01 -0.292964537518575E+00  0.673211696900962E-01 57 1 16 70 13  
 0.990000000000044E+00 -0.220401751891689E+00  0.203676525868890E+00 59 1 65 64 14  
 0.990000000000122E+00 -0.298026821014295E+00 -0.352288714418189E-01 62 1 70 71 15  
 0.110060000021942E+01 -0.280894474088026E+00  0.107040080557757E+00 64 1 64 59 16  
 0.110060000021942E+01 -0.290164983919273E+00  0.785083850689024E-01 65 1 59 70 16  
-0.100100741554078E-01 -0.282200888500760E-14 -0.200100741553457E+00 68 1 18 25 24 17  
 0.989989925844823E+00 -0.126282998015510E-13 -0.300100741553480E+00 69 1 24 28 22 17  
 0.989989925844653E+00 -0.585900530641507E-01 -0.294325773188271E+00 70 1 22 88 17  
 0.643844067264559E+00 -0.358683359944292E-01 -0.263052012611455E+00 71 1 88 83 17  
 0.522110652079410E+00 -0.136497008037474E+00 -0.213391538311748E+00 72 1 83 72 17  
 0.522110652079410E+00 -0.160767517868722E+00 -0.195757980742974E+00 73 1 72 77 17  
 0.643844067264569E+00 -0.239093405336452E+00 -0.115400356977641E+00 74 1 77 82 17  
 0.989989925844653E+00 -0.261815122406163E+00 -0.146674117554460E+00 75 1 82 21 17  
 0.100000000000000E+01 -0.261893883201062E+00 -0.147553224545531E+00 78 1 21 81 19  
 0.110000000000000E+01 -0.197442898890765E+00 -0.226664204958626E+00 79 1 81 23 19  
 0.100000000000000E+01 -0.594017950724105E-01 -0.294672338155605E+00 81 2 20 87 22  
 0.999999999998924E+00 -0.627456895243770E-14 -0.300600000219426E+00 81 1 22 28 26 20  
 0.110000000000009E+01 -0.323474342143713E-14 -0.300600000219426E+00 82 1 26 30 23 20  
 0.110000000000000E+01 -0.154557257960845E+00 -0.257822446934977E+00 83 1 23 87 20  
 0.990000000000004E+00 -0.261815774068504E+00 -0.146675014490719E+00 85 1 82 81 21  
 0.990000000000018E+00 -0.585907047264858E-01 -0.294326670124536E+00 88 1 87 88 22  
 0.110060000021942E+01 -0.188602332238426E+00 -0.234069316001106E+00 90 1 81 76 23  
 0.110060000021942E+01 -0.164331822407178E+00 -0.251702873569881E+00 91 1 76 87 23  
-0.100100741554104E-01  0.190307114169903E+00 -0.618345297270578E-01 94 1 25 32 31 24  
 0.989989925844556E+00  0.285412765799412E+00 -0.927362291645860E-01 95 1 31 36 29 24  
 0.989989925844653E+00  0.261815122406163E+00 -0.146674117554459E+00 96 1 29 105 24  
 0.643844067264541E+00  0.239093405336449E+00 -0.115400356977637E+00 97 1 105 100 24  
 0.522110652079410E+00  0.160767517868722E+00 -0.195757980742974E+00 98 1 100 89 24  
 0.522110652079411E+00  0.136497008037474E+00 -0.213391538311748E+00 99 1 89 94 24  
