-0.200000000000000E-01 -0.587785252292473E-01  0.809016994374944E-01 1 2 1 10 4  
-0.200000000000000E-01  0.587785252292473E-01  0.809016994374944E-01 1 1 4 28 1  
-0.200000000000000E-01  0.951056516295151E-01 -0.309016994374945E-01 2 1 28 22 1  
-0.200000000000000E-01  0.201661604082304E-15 -0.999999999999997E-01 3 1 22 16 1  
-0.200000000000000E-01 -0.951056516295150E-01 -0.309016994374949E-01 4 1 16 10 1  
 0.112000000000000E+01  0.117557050458495E+00  0.161803398874989E+00 6 2 2 32 8  
 0.112000000000000E+01 -0.117557050458495E+00  0.161803398874989E+00 6 1 8 14 2  
 0.112000000000000E+01 -0.190211303259030E+00 -0.618033988749897E-01 7 1 14 20 2  
 0.112000000000000E+01  0.401588484688631E-15 -0.199999999999999E+00 8 1 20 26 2  
 0.112000000000000E+01  0.190211303259030E+00 -0.618033988749889E-01 9 1 26 32 2  
-0.199007438041998E-02  0.704758889470067E-01  0.970017393757938E-01 11 2 3 27 28 4  
-0.199007438041998E-02 -0.704758889470067E-01  0.970017393757938E-01 11 1 4 10 9 3  
 0.998009925619580E+00 -0.129254414176254E+00  0.177903438813288E+00 12 1 9 12 7 3  
 0.998009925619580E+00 -0.439109164774967E-01  0.215471966946392E+00 13 1 7 48 3  
 0.989999999999999E+00 -0.450000000000000E-01  0.214428778372709E+00 14 1 48 49 3  
 0.602344868002298E+00 -0.449999999999988E-01  0.174629428821029E+00 15 1 49 44 3  
 0.566779451691476E+00 -0.150000000000000E-01  0.176140154276409E+00 16 1 44 33 3  
 0.566779451691476E+00  0.150000000000000E-01  0.176140154276409E+00 17 1 33 38 3  
 0.602344868002298E+00  0.450000000000000E-01  0.174629428821029E+00 18 1 38 43 3  
 0.990000000000000E+00  0.450000000000000E-01  0.214428778372709E+00 19 1 43 42 3  
 0.998009925619580E+00  0.439109164774967E-01  0.215471966946392E+00 20 1 42 6 3  
 0.998009925619580E+00  0.129254414176254E+00  0.177903438813288E+00 21 1 6 30 27 3  
 0.100000000000000E+01  0.129312755504344E+00  0.177983738762488E+00 25 2 5 29 30 6  
 0.100000000000000E+01  0.432842712474617E-01  0.215699957956826E+00 25 1 6 42 5  
 0.102000000000000E+01  0.150000000000000E-01  0.219488040676479E+00 26 1 42 37 5  
 0.102000000000000E+01 -0.150000000000000E-01  0.219488040676479E+00 27 1 37 48 5  
 0.100000000000000E+01 -0.432842712474617E-01  0.215699957956826E+00 28 1 48 7 5  
